,instance,instance,instance,constructive,constructive,constructive,local search,local search,local search,improvement,improvement
,n,p,alpha,heuristic,OF,seconds,heuristic,OF,seconds,absolute,relative %
0,100,5,2,pdp_based,622,0.001551600000311737,interchange_best_1,489,0.6567899000001489,133,21.382636655948552
1,500,25,2,pdp_based,238,0.08539039999959641,interchange_best_1,237,80.69634389999919,1,0.42016806722689076
2,100,5,2,pdp_based,644,0.0021169000010559103,interchange_best_1,638,0.31448939999972936,6,0.9316770186335404
3,500,25,2,pdp_based,236,0.1112051000000065,interchange_best_1,223,177.65561779999916,13,5.508474576271186
4,100,5,2,pdp_based,692,0.0050307000001339475,interchange_best_1,527,1.9273745000009512,165,23.843930635838152
5,500,25,2,pdp_based,258,0.14481329999944137,interchange_best_1,227,179.6174314,31,12.015503875968992
6,100,5,2,pdp_based,652,0.002846599998520105,interchange_best_1,607,0.3491015999989031,45,6.901840490797547
7,500,25,2,pdp_based,235,0.10300049999932526,interchange_best_1,228,85.19256580000001,7,2.9787234042553195
8,100,5,2,pdp_based,686,0.0013316000004124362,interchange_best_1,539,0.8247950000004494,147,21.428571428571427
9,500,25,2,pdp_based,251,0.08880169999974896,interchange_best_1,235,80.48076700000092,16,6.374501992031872
10,100,5,2,pdp_based,783,0.001870500000222819,interchange_best_1,530,0.49409059999925375,253,32.31162196679438
11,500,25,2,pdp_based,267,0.0996476000000257,interchange_best_1,232,101.0306956000004,35,13.108614232209737
12,100,5,2,pdp_based,722,0.003006999999342952,interchange_best_1,534,0.543151099998795,188,26.038781163434905
13,500,25,2,pdp_based,254,0.12055270000018936,interchange_best_1,214,171.92962439999974,40,15.748031496062993
14,100,5,2,pdp_based,737,0.0055436000002373476,interchange_best_1,531,0.8377918999995018,206,27.951153324287652
15,500,25,2,pdp_based,248,0.16446259999975155,interchange_best_1,229,185.07917570000063,19,7.661290322580645
16,100,5,2,pdp_based,691,0.0031672999994043494,interchange_best_1,554,0.3418491000011272,137,19.826338639652676
17,500,25,2,pdp_based,249,0.14429259999997157,interchange_best_1,228,109.5255206999991,21,8.433734939759036
18,100,5,2,pdp_based,577,0.0028977000001759734,interchange_best_1,577,0.17107770000075107,0,0.0
19,500,25,2,pdp_based,231,0.15079999999943539,interchange_best_1,230,72.41736820000006,1,0.4329004329004329
20,100,5,2,pdp_based,624,0.00308960000074876,interchange_best_1,604,0.24930599999970582,20,3.205128205128205
21,500,25,2,pdp_based,257,0.1137034000003041,interchange_best_1,222,162.18169119999948,35,13.618677042801556
22,100,5,2,pdp_based,630,0.002937400000519119,interchange_best_1,540,0.5103959999996732,90,14.285714285714285
23,500,25,2,pdp_based,236,0.12107229999855917,interchange_best_1,228,109.01620919999914,8,3.389830508474576
24,100,5,2,pdp_based,717,0.0027384000004531117,interchange_best_1,511,0.6545972999992955,206,28.730822873082285
25,500,25,2,pdp_based,253,0.137318500001129,interchange_best_1,226,117.81594220000079,27,10.67193675889328
26,100,5,2,pdp_based,620,0.004528100000243285,interchange_best_1,519,0.6382513999997173,101,16.29032258064516
27,500,25,2,pdp_based,261,0.13389700000152516,interchange_best_1,224,97.86800369999946,37,14.17624521072797
28,100,5,2,pdp_based,673,0.002466100000674487,interchange_best_1,528,0.7940416999990703,145,21.545319465081725
29,500,25,2,pdp_based,253,0.13134379999974044,interchange_best_1,225,89.5488478999996,28,11.067193675889328
30,100,5,2,pdp_based,611,0.0026597000014589867,interchange_best_1,611,0.1565346999996109,0,0.0
31,500,25,2,pdp_based,235,0.11697719999938272,interchange_best_1,233,82.96509700000024,2,0.851063829787234
32,100,5,2,pdp_based,604,0.0020208000005368376,interchange_best_1,587,0.1940651999993861,17,2.814569536423841
33,500,25,2,pdp_based,247,0.10187979999864183,interchange_best_1,221,171.91640109999935,26,10.526315789473683
34,100,5,2,pdp_based,605,0.0024568000008002855,interchange_best_1,536,0.6301973999998154,69,11.40495867768595
35,500,25,2,pdp_based,241,0.12280470000041532,interchange_best_1,232,61.716208999998344,9,3.7344398340248963
36,100,5,2,pdp_based,703,0.002014699999563163,interchange_best_1,513,0.591275200000382,190,27.027027027027028
37,500,25,2,pdp_based,247,0.10126539999873785,interchange_best_1,231,68.07767950000016,16,6.477732793522267
38,100,5,2,pdp_based,646,0.0021440000000438886,interchange_best_1,517,0.4782763999992312,129,19.96904024767802
