,instance,instance,instance,constructive,constructive,constructive,local search,local search,local search,improvement,improvement
,n,p,alpha,heuristic,OF,seconds,heuristic,OF,seconds,absolute,relative %
39,500,25,2,pdp_based,237,0.10019149999970978,interchange_best_1,214,216.07380150000063,23,9.70464135021097
40,100,5,3,pdp_based,798,0.0020659999991039513,interchange_best_1,631,0.6999857999999222,167,20.927318295739347
41,500,25,3,pdp_based,301,0.11586170000009588,interchange_best_1,277,121.28727489999983,24,7.973421926910299
42,100,5,3,pdp_based,876,0.0025105000004259637,interchange_best_1,876,0.18457289999969362,0,0.0
43,500,25,3,pdp_based,309,0.10849469999993744,interchange_best_1,274,206.4870031999999,35,11.326860841423949
44,100,5,3,pdp_based,905,0.002243000000817119,interchange_best_1,678,0.3974052000012307,227,25.082872928176798
45,500,25,3,pdp_based,309,0.10451439999997092,interchange_best_1,260,290.4689966999995,49,15.857605177993527
46,100,5,3,pdp_based,806,0.0020518000001175096,interchange_best_1,630,0.8925389999985782,176,21.83622828784119
47,500,25,3,pdp_based,313,0.1065811999997095,interchange_best_1,313,68.09627180000098,0,0.0
48,100,5,3,pdp_based,840,0.004591999999320251,interchange_best_1,613,0.9347206999991613,227,27.023809523809522
49,500,25,3,pdp_based,307,0.10720120000041788,interchange_best_1,277,77.86264479999954,30,9.77198697068404
50,100,5,3,pdp_based,833,0.003228399998988607,interchange_best_1,833,0.22848549999980605,0,0.0
51,500,25,3,pdp_based,300,0.1138704000004509,interchange_best_1,286,95.75633600000037,14,4.666666666666667
52,100,5,3,pdp_based,849,0.0020334000000730157,interchange_best_1,658,0.698485900000378,191,22.497055359246172
53,500,25,3,pdp_based,307,0.11029679999955988,interchange_best_1,288,116.39263009999922,19,6.188925081433225
54,100,5,3,pdp_based,888,0.002128199999788194,interchange_best_1,688,1.0026570999998512,200,22.52252252252252
55,500,25,3,pdp_based,328,0.11061370000061288,interchange_best_1,284,146.4968503,44,13.414634146341465
56,100,5,3,pdp_based,796,0.0029185000003053574,interchange_best_1,796,0.176453500000207,0,0.0
57,500,25,3,pdp_based,302,0.11235829999895941,interchange_best_1,289,90.96991060000073,13,4.304635761589404
58,100,5,3,pdp_based,856,0.002098999999361695,interchange_best_1,648,0.5666240000009566,208,24.299065420560748
59,500,25,3,pdp_based,304,0.10773709999921266,interchange_best_1,292,83.23338669999976,12,3.9473684210526314
60,100,5,3,pdp_based,892,0.002147799999875133,interchange_best_1,626,0.5481525000013789,266,29.82062780269058
61,500,25,3,pdp_based,333,0.10629879999942204,interchange_best_1,274,128.81925469999987,59,17.71771771771772
62,100,5,3,pdp_based,832,0.002282999999806634,interchange_best_1,630,0.36684649999915564,202,24.278846153846153
63,500,25,3,pdp_based,306,0.1125212000006286,interchange_best_1,271,200.53138000000035,35,11.437908496732026
64,100,5,3,pdp_based,820,0.005485999998199986,interchange_best_1,820,1.3214427000002615,0,0.0
65,500,25,3,pdp_based,299,0.43333850000090024,interchange_best_1,277,220.9915863999995,22,7.357859531772576
66,100,5,3,pdp_based,819,0.004658500000005006,interchange_best_1,627,0.6113850000001548,192,23.44322344322344
67,500,25,3,pdp_based,309,0.21679559999938647,interchange_best_1,276,168.10488299999997,33,10.679611650485436
68,100,5,3,pdp_based,851,0.003251599999202881,interchange_best_1,851,0.22486229999958596,0,0.0
69,500,25,3,pdp_based,323,0.15092040000126872,interchange_best_1,276,5786.947371200002,47,14.551083591331269
70,100,5,3,pdp_based,879,0.00353489999906742,interchange_best_1,656,0.8154248999999254,223,25.369738339021612
71,500,25,3,pdp_based,307,0.14278189999822644,interchange_best_1,283,127.36325739999666,24,7.81758957654723
72,100,5,3,pdp_based,855,0.003928400001314003,interchange_best_1,840,0.2901394000000437,15,1.7543859649122806
73,500,25,3,pdp_based,299,0.148705700001301,interchange_best_1,273,155.97937119999915,26,8.695652173913043
74,100,5,3,pdp_based,777,0.003138399999443209,interchange_best_1,610,0.5312360000025365,167,21.492921492921493
75,500,25,3,pdp_based,314,0.14891590000115684,interchange_best_1,275,132.3155349999979,39,12.420382165605096
76,100,5,3,pdp_based,828,0.0032529999989492353,interchange_best_1,828,0.21555329999682726,0,0.0
77,500,25,3,pdp_based,306,0.1491079000006721,interchange_best_1,281,133.35240319999866,25,8.169934640522875
78,100,5,3,pdp_based,897,0.0030392000007850584,interchange_best_1,615,0.6529276000001119,282,31.438127090301005
79,500,25,3,pdp_based,311,0.14656019999893033,interchange_best_1,263,323.4548912999999,48,15.434083601286176
80,100,10,2,pdp_based,447,0.009504000001470558,interchange_best_1,339,0.6900404999978491,108,24.161073825503358
81,500,50,2,pdp_based,189,0.4148674999996729,interchange_best_1,159,52.83337859999665,30,15.873015873015872
82,100,10,2,pdp_based,406,0.004965700001775986,interchange_best_1,334,1.1111349999991944,72,17.733990147783253
83,500,50,2,pdp_based,183,0.3824459999996179,interchange_best_1,153,62.82732540000143,30,16.39344262295082
84,100,10,2,pdp_based,415,0.004722699999547331,interchange_best_1,404,0.3072773000021698,11,2.6506024096385543
85,500,50,2,pdp_based,183,0.3922210000018822,interchange_best_1,165,51.51664080000046,18,9.836065573770492
86,100,10,2,pdp_based,425,0.004409900000609923,interchange_best_1,359,0.6723826999987068,66,15.529411764705884
87,500,50,2,pdp_based,182,0.3884982999989006,interchange_best_1,182,43.43819470000017,0,0.0
88,100,10,2,pdp_based,418,0.004428100000950508,interchange_best_1,323,0.8892411000015272,95,22.727272727272727
89,500,50,2,pdp_based,194,0.3889944000002288,interchange_best_1,154,71.99469099999988,40,20.618556701030926
90,100,10,2,pdp_based,482,0.005434700000478188,interchange_best_1,307,0.895001200002298,175,36.30705394190871
91,500,50,2,pdp_based,169,0.40115830000286223,interchange_best_1,160,53.065007299999706,9,5.325443786982249
92,100,10,2,pdp_based,453,0.004715899998700479,interchange_best_1,343,0.6881227000012586,110,24.282560706401764
93,500,50,2,pdp_based,178,0.39803070000198204,interchange_best_1,156,55.873866899997665,22,12.359550561797752
94,100,10,2,pdp_based,432,0.006490799998573493,interchange_best_1,374,0.24656949999916833,58,13.425925925925927
95,500,50,2,pdp_based,193,0.3946146000016597,interchange_best_1,152,71.10626310000225,41,21.243523316062177
96,100,10,2,pdp_based,390,0.005713300000934396,interchange_best_1,377,0.2176962999983516,13,3.3333333333333335
97,500,50,2,pdp_based,197,0.3879827999990084,interchange_best_1,163,78.77009739999994,34,17.258883248730964
98,100,10,2,pdp_based,407,0.0058260000005248,interchange_best_1,327,1.123520200002531,80,19.656019656019655
99,500,50,2,pdp_based,210,0.36213820000193664,interchange_best_1,153,93.96503880000091,57,27.142857142857142
100,100,10,2,pdp_based,430,0.0030455999985861126,interchange_best_1,337,0.7834038000000874,93,21.627906976744185
101,500,50,2,pdp_based,199,0.36032580000028247,interchange_best_1,166,55.151077099999384,33,16.582914572864322
102,100,10,2,pdp_based,446,0.0056488000009267125,interchange_best_1,322,1.1529092000018863,124,27.802690582959645
103,500,50,2,pdp_based,177,0.3879854999977397,interchange_best_1,157,80.43364719999954,20,11.299435028248588
104,100,10,2,pdp_based,401,0.0031066999981703702,interchange_best_1,326,0.7862425999992411,75,18.703241895261847
105,500,50,2,pdp_based,184,0.3422276999990572,interchange_best_1,158,65.86470330000157,26,14.130434782608695
106,100,10,2,pdp_based,406,0.0032215999999607448,interchange_best_1,338,0.5205212999971991,68,16.748768472906402
107,500,50,2,pdp_based,177,0.38136350000058883,interchange_best_1,154,69.15252549999786,23,12.994350282485875
108,100,10,2,pdp_based,390,0.0038657000004604924,interchange_best_1,371,0.26033749999987776,19,4.871794871794872
109,500,50,2,pdp_based,193,0.35506900000109454,interchange_best_1,161,70.00867549999748,32,16.580310880829018
110,100,10,2,pdp_based,440,0.0054759999984526075,interchange_best_1,325,0.9770803999999771,115,26.136363636363637
111,500,50,2,pdp_based,173,0.34514349999881233,interchange_best_1,159,70.93647449999844,14,8.092485549132949
112,100,10,2,pdp_based,414,0.0030681000025651883,interchange_best_1,365,0.591289300002245,49,11.83574879227053
113,500,50,2,pdp_based,181,0.33404869999867515,interchange_best_1,161,51.17887709999923,20,11.049723756906078
114,100,10,2,pdp_based,392,0.0029947000002721325,interchange_best_1,372,0.31784560000232887,20,5.1020408163265305
115,500,50,2,pdp_based,185,0.3435828000001493,interchange_best_1,154,61.45234999999957,31,16.756756756756758
116,100,10,2,pdp_based,420,0.003680400001030648,interchange_best_1,353,0.44364569999743253,67,15.95238095238095
117,500,50,2,pdp_based,175,0.3704851000002236,interchange_best_1,151,82.46988820000115,24,13.714285714285715
118,100,10,2,pdp_based,409,0.0031036000000312924,interchange_best_1,332,0.4815285999975458,77,18.82640586797066
119,500,50,2,pdp_based,187,0.3746114999994461,interchange_best_1,162,81.18340199999875,25,13.368983957219251
120,100,10,3,pdp_based,550,0.00315989999944577,interchange_best_1,441,0.7002099999990605,109,19.818181818181817
121,500,50,3,pdp_based,213,0.35262370000054943,interchange_best_1,190,116.10052760000326,23,10.7981220657277
122,100,10,3,pdp_based,571,0.004516299999522744,interchange_best_1,462,1.47313060000306,109,19.089316987740805
123,500,50,3,pdp_based,231,0.3666646000019682,interchange_best_1,188,113.99166169999808,43,18.614718614718615
124,100,10,3,pdp_based,557,0.0031875999993644655,interchange_best_1,480,0.5046058999978413,77,13.824057450628366
125,500,50,3,pdp_based,227,0.37621299999955227,interchange_best_1,187,100.27581490000011,40,17.62114537444934
126,100,10,3,pdp_based,587,0.0031630000012228265,interchange_best_1,473,0.7710348000000522,114,19.420783645655877
127,500,50,3,pdp_based,219,0.3563882000016747,interchange_best_1,193,115.56854419999945,26,11.87214611872146
128,100,10,3,pdp_based,580,0.004249800000252435,interchange_best_1,438,1.0433916000001773,142,24.482758620689655
129,500,50,3,pdp_based,220,0.36993620000066585,interchange_best_1,197,107.8272610999993,23,10.454545454545453
130,100,10,3,pdp_based,539,0.003164199999446282,interchange_best_1,471,0.7315582000010181,68,12.615955473098332
131,500,50,3,pdp_based,200,0.34953459999815095,interchange_best_1,200,75.14030320000165,0,0.0
132,100,10,3,pdp_based,526,0.005912399999942863,interchange_best_1,495,0.39490720000321744,31,5.893536121673003
133,500,50,3,pdp_based,205,0.35446869999941555,interchange_best_1,196,82.50299489999816,9,4.390243902439024
134,100,10,3,pdp_based,571,0.0032083000005513895,interchange_best_1,484,0.733760600000096,87,15.236427320490368
135,500,50,3,pdp_based,209,0.3817815000002156,interchange_best_1,183,130.0250238999979,26,12.440191387559809
136,100,10,3,pdp_based,548,0.0032974000023386907,interchange_best_1,481,0.2990440000030503,67,12.226277372262775
137,500,50,3,pdp_based,209,0.3797015999989526,interchange_best_1,202,92.69102420000127,7,3.349282296650718
138,100,10,3,pdp_based,561,0.005331899999873713,interchange_best_1,474,0.6045827999987523,87,15.508021390374333
139,500,50,3,pdp_based,231,0.3529857000030461,interchange_best_1,195,134.39720940000188,36,15.584415584415584
140,100,10,3,pdp_based,513,0.0032294999982696027,interchange_best_1,474,1.0544760000011593,39,7.602339181286549
141,500,50,3,pdp_based,219,0.4098441999994975,interchange_best_1,196,87.80500630000097,23,10.50228310502283
142,100,10,3,pdp_based,544,0.00308009999935166,interchange_best_1,465,1.0097253000021738,79,14.522058823529413
143,500,50,3,pdp_based,227,0.36089439999705064,interchange_best_1,203,103.42296879999776,24,10.572687224669604
144,100,10,3,pdp_based,513,0.0034190000005764887,interchange_best_1,439,0.3863995000028808,74,14.42495126705653
145,500,50,3,pdp_based,215,0.3567019000001892,interchange_best_1,184,124.31095640000058,31,14.418604651162791
146,100,10,3,pdp_based,513,0.0038003000008757226,interchange_best_1,510,0.2767975999995542,3,0.5847953216374269
147,500,50,3,pdp_based,201,0.3735353000010946,interchange_best_1,188,121.15106730000116,13,6.467661691542288
148,100,10,3,pdp_based,555,0.0031077999992703553,interchange_best_1,467,1.0878310000007332,88,15.855855855855856
149,500,50,3,pdp_based,211,0.35183799999867915,interchange_best_1,191,96.62732659999892,20,9.47867298578199
150,100,10,3,pdp_based,530,0.0035849999985657632,interchange_best_1,453,0.492832100000669,77,14.528301886792452
151,500,50,3,pdp_based,228,0.3709316000022227,interchange_best_1,194,106.7274628999985,34,14.912280701754385
152,100,10,3,pdp_based,551,0.004025599999295082,interchange_best_1,461,0.9579282000013336,90,16.33393829401089
153,500,50,3,pdp_based,199,0.3723013999988325,interchange_best_1,185,130.88249290000022,14,7.035175879396985
154,100,10,3,pdp_based,534,0.004369999998743879,interchange_best_1,460,1.0637067000025127,74,13.857677902621724
155,500,50,3,pdp_based,211,0.3729410000014468,interchange_best_1,193,104.81032069999856,18,8.530805687203792
156,100,10,3,pdp_based,503,0.003453600002103485,interchange_best_1,470,0.522816700002295,33,6.560636182902585
157,500,50,3,pdp_based,229,0.3739949000009801,interchange_best_1,194,96.8528284999993,35,15.283842794759824
158,100,10,3,pdp_based,520,0.004706600000645267,interchange_best_1,453,0.6865768999996362,67,12.884615384615383
159,500,50,3,pdp_based,211,0.3670648000006622,interchange_best_1,186,154.24006630000076,25,11.848341232227488
